

台灣,#genre#
卡酷少儿,https://星河.xyz/太白李长寿/mq.php?id=kkse
中华特产,https://星河.xyz/太白李长寿/mq.php?id=zhtc
魅力时尚,https://星河.xyz/太白李长寿/mq.php?id=mlss
新动漫,https://星河.xyz/太白李长寿/mq.php?id=xdm
山东教育卫视,https://星河.xyz/太白李长寿/mq.php?id=sdjy
金鹰纪实,https://星河.xyz/太白李长寿/mq.php?id=jyjs
金鹰卡通,https://星河.xyz/太白李长寿/mq.php?id=jykt
先锋乒羽,https://星河.xyz/太白李长寿/mq.php?id=xfpy
嘉佳卡通,https://星河.xyz/太白李长寿/mq.php?id=jjkt

酒店专区2,#genre#
CCTV1,http://36.32.99.228:5003/cctv1.m3u8
CCTV2,http://36.32.99.228:5003/cctv2.m3u8
CCTV3,http://36.32.99.228:5003/cctv3.m3u8
CCTV4,http://36.32.99.228:5003/cctv4.m3u8
CCTV5,http://36.32.99.228:5003/cctv5.m3u8
CCTV5+,http://36.32.99.228:5003/cctv5p.m3u8
CCTV6,http://36.32.99.228:5003/cctv6.m3u8
CCTV7,http://36.32.99.228:5003/cctv7.m3u8
CCTV8,http://36.32.99.228:5003/cctv8.m3u8
CCTV9,http://36.32.99.228:5003/cctv9.m3u8
CCTV10,http://36.32.99.228:5003/cctv10.m3u8
CCTV11,http://36.32.99.228:5003/cctv11.m3u8
CCTV12,http://36.32.99.228:5003/cctv12.m3u8
CCTV13,http://36.32.99.228:5003/cctv13.m3u8
CCTV14,http://36.32.99.228:5003/cctv14.m3u8
CCTV15,http://36.32.99.228:5003/cctv15.m3u8
CCTV16,http://36.32.99.228:5003/cctv16.m3u8
CCTV17,http://36.32.99.228:5003/cctv17.m3u8
北京卫视,http://36.32.99.228:5003/bjws.m3u8
东方卫视,http://36.32.99.228:5003/dfws.m3u8
天津卫视,http://36.32.99.228:5003/tjws.m3u8
重庆卫视,http://36.32.99.228:5003/cqws.m3u8
黑龙江卫视,http://36.32.99.228:5003/hljws.m3u8
吉林卫视,http://36.32.99.228:5003/jlws.m3u8
辽宁卫视,http://36.32.99.228:5003/lnws.m3u8
内蒙古卫视,http://星河.xyz/太白李长寿/mq.php?id=nmws
宁夏卫视,http://36.32.99.228:5003/nxws.m3u8
甘肃卫视,http://36.32.99.228:5003/gsws.m3u8
青海卫视,http://36.32.99.228:5003/qhws.m3u8
陕西卫视,http://36.32.99.228:5003/sxws.m3u8
河北卫视,http://36.32.99.228:5003/hbws.m3u8
山西卫视,http://36.32.99.228:5003/sxiws.m3u8
山东卫视,http://36.32.99.228:5003/sdws.m3u8
安徽卫视,http://36.32.99.228:5003/ahws.m3u8
河南卫视,http://36.32.99.228:5003/hnws.m3u8
湖北卫视,http://36.32.99.228:5003/hubws.m3u8
湖南卫视,http://36.32.99.228:5003/hunws.m3u8
江西卫视,http://36.32.99.228:5003/jxws.m3u8
浙江卫视,http://36.32.99.228:5003/zjws.m3u8
东南卫视,http://36.32.99.228:5003/dnws.m3u8
厦门卫视,http://36.32.99.228:5003/xmws.m3u8
广东卫视,http://36.32.99.228:5003/gdws.m3u8
深圳卫视,http://36.32.99.228:5003/szws.m3u8
广西卫视,http://36.32.99.228:5003/gxws.m3u8
云南卫视,http://36.32.99.228:5003/ynws.m3u8
贵州卫视,http://36.32.99.228:5003/gzws.m3u8
四川卫视,http://36.32.99.228:5003/scws.m3u8
新疆卫视,http://36.32.99.228:5003/xjws.m3u8
兵团卫视,http://36.32.99.228:5003/btws.m3u8
西藏卫视,http://36.32.99.228:5003/xzws.m3u8
海南卫视,http://36.32.99.228:5003/hinws.m3u8

陕西地区,#genre#
陕西卫视,https://星河.xyz/太白李长寿/sx.php?id=sxws
陕西新闻资讯,https://星河.xyz/太白李长寿/sx.php?id=sxxwzx
陕西都市青春,https://星河.xyz/太白李长寿/sx.php?id=sxdsqc
陕西银龄,https://星河.xyz/太白李长寿/sx.php?id=sxyl
陕西秦腔,https://星河.xyz/太白李长寿/sx.php?id=sxqq
陕西体育休闲,https://星河.xyz/太白李长寿/sx.php?id=sxtyxx
农林卫视,https://星河.xyz/太白李长寿/sx.php?id=nlws
西安新闻综合,https://星河.xyz/太白李长寿/ssx.php?id=xazh
西安都市,https://星河.xyz/太白李长寿/ssx.php?id=xads
西安商务资讯,https://星河.xyz/太白李长寿/ssx.php?id=xasw
西安影视,https://星河.xyz/太白李长寿/ssx.php?id=xays
西安丝路,https://星河.xyz/太白李长寿/ssx.php?id=xasl
西安乐购购物,https://星河.xyz/太白李长寿/ssx.php?id=xagw
西安移动电视,https://星河.xyz/太白李长寿/ssx.php?id=xayd

浙江地区,#genre#
浙江卫视,https://ali-m-l.cztv.com/channels/lantian/channel001/1080p.m3u8
浙江公共新闻,https://ali-m-l.cztv.com/channels/lantian/channel007/1080p.m3u8
浙江国际,https://ali-m-l.cztv.com/channels/lantian/channel010/1080p.m3u8
浙江少儿,https://ali-m-l.cztv.com/channels/lantian/channel008/1080p.m3u8
浙江教科影视,https://ali-m-l.cztv.com/channels/lantian/channel004/1080p.m3u8
之江纪录,https://ali-m-l.cztv.com/channels/lantian/channel012/1080p.m3u8
浙江民生休闲,https://ali-m-l.cztv.com/channels/lantian/channel006/1080p.m3u8
浙江经视,https://ali-m-l.cztv.com/channels/lantian/channel003/1080p.m3u8
浙江钱江都市,https://ali-m-l.cztv.com/channels/lantian/channel002/1080p.m3u8

江苏地区,#genre#
江苏卫视,http://星河.xyz/太白李长寿/js.php?id=jsws
江苏城市,http://星河.xyz/太白李长寿/js.php?id=jscs
江苏综艺,http://星河.xyz/太白李长寿/js.php?id=jszy
江苏影视,http://星河.xyz/太白李长寿/js.php?id=jsys
江苏新闻,http://星河.xyz/太白李长寿/js.php?id=jsxw
江苏教育,http://星河.xyz/太白李长寿/js.php?id=jsjy
江苏体育休闲,http://星河.xyz/太白李长寿/js.php?id=jsty
江苏国际,http://星河.xyz/太白李长寿/js.php?id=jsgj
优漫卡通,http://星河.xyz/太白李长寿/js.php?id=ymk

北京地区,#genre#
科教纪实 8K,http://星河.xyz/太白李长寿/bj8k.php
北京卫视 4k,http://星河.xyz/太白李长寿/bj.php?id=bjws4k
北京卫视,http://星河.xyz/太白李长寿/bj.php?id=bjws
北京文艺,http://星河.xyz/太白李长寿/bj.php?id=bjwy
北京纪实,http://星河.xyz/太白李长寿/bj.php?id=bjjs
北京新闻,http://星河.xyz/太白李长寿/bj.php?id=bjxw
北京财经,http://星河.xyz/太白李长寿/bj.php?id=bjcj
北京生活,http://星河.xyz/太白李长寿/bj.php?id=bjsh
北京影视,http://星河.xyz/太白李长寿/bj.php?id=bjys
卡酷少儿,http://星河.xyz/太白李长寿/bj.php?id=bjkk
北京体育,http://星河.xyz/太白李长寿/bj.php?id=bjty

江西地区,#genre#
江西卫视,http://星河.xyz/太白李长寿/jx.php?id=jxws
江西新闻,http://星河.xyz/太白李长寿/jx.php?id=jxxw
江西都市,http://星河.xyz/太白李长寿/jx.php?id=jxds
江西经视,http://星河.xyz/太白李长寿/jx.php?id=jxjs
江西影视,http://星河.xyz/太白李长寿/jx.php?id=jxys
江西公共,http://星河.xyz/太白李长寿/jx.php?id=jxgg
江西少儿,http://星河.xyz/太白李长寿/jx.php?id=jxse
江西陶瓷,http://星河.xyz/太白李长寿/jx.php?id=jxtc

福建地区,#genre#
东南卫视,http://星河.xyz/太白李长寿/fj.php?id=dnws
海峡卫视,http://星河.xyz/太白李长寿/fj.php?id=hxws
福建综合,http://星河.xyz/太白李长寿/fj.php?id=fjzh
福建乡村,http://星河.xyz/太白李长寿/fj.php?id=fjgg
福建新闻,http://星河.xyz/太白李长寿/fj.php?id=fjxw
福建电视剧,http://星河.xyz/太白李长寿/fj.php?id=fjdsj
福建旅游,http://星河.xyz/太白李长寿/fj.php?id=fjly
福建经济,http://星河.xyz/太白李长寿/fj.php?id=fjjj
福建文体,http://星河.xyz/太白李长寿/fj.php?id=fjwt
福建少儿,http://星河.xyz/太白李长寿/fj.php?id=fjse

海南地区,#genre#
海南卫视,http://星河.xyz/太白李长寿/海南.php?id=hnws
三沙卫视,http://星河.xyz/太白李长寿/海南.php?id=ssws
海南新闻,http://星河.xyz/太白李长寿/海南.php?id=hnxw
海南自贸,http://星河.xyz/太白李长寿/海南.php?id=hnzm
海南公共,http://星河.xyz/太白李长寿/海南.php?id=hngg
海南少儿,http://星河.xyz/太白李长寿/海南.php?id=hnse

山西地区,#genre#
山西卫视,http://星河.xyz/太白李长寿/山西.php?id=sxws
山西经济,http://星河.xyz/太白李长寿/山西.php?id=sxjj
山西影视,http://星河.xyz/太白李长寿/山西.php?id=sxys
山西社会法治,http://星河.xyz/太白李长寿/山西.php?id=sxshfz
山西文体生活,http://星河.xyz/太白李长寿/山西.php?id=sxwtsh
山西黄河,http://星河.xyz/太白李长寿/山西.php?id=sxhh

上海地区,#genre#
东方卫视,http://星河.xyz/太白李长寿/上海.php?id=dfws
上海新闻综合,http://星河.xyz/太白李长寿/上海.php?id=xwzh
新纪实,http://星河.xyz/太白李长寿/上海.php?id=xjs
乐游,http://星河.xyz/太白李长寿/上海.php?id=ly
上海第一财经,http://星河.xyz/太白李长寿/上海.php?id=dycj
上海都市,http://星河.xyz/太白李长寿/上海.php?id=ds
五星体育,http://星河.xyz/太白李长寿/上海.php?id=wxty

吉林地区,#genre#
吉林卫视,http://星河.xyz/太白李长寿/吉林.php?id=jlws
吉林都市,http://星河.xyz/太白李长寿/吉林.php?id=jlds
吉林生活,http://星河.xyz/太白李长寿/吉林.php?id=jlsh
吉林影视,http://星河.xyz/太白李长寿/吉林.php?id=jlys
吉林乡村,http://星河.xyz/太白李长寿/吉林.php?id=jlxc
吉林公共・新闻,http://星河.xyz/太白李长寿/吉林.php?id=jlggxw
吉林综艺・文化,http://星河.xyz/太白李长寿/吉林.php?id=jlzywh
延边卫视,http://星河.xyz/太白李长寿/吉林.php?id=ybws
吉林新闻综合,http://星河.xyz/太白李长寿/吉林.php?id=jlszh
辽源新闻综合,http://星河.xyz/太白李长寿/吉林.php?id=lyzh
通化新闻综合,http://星河.xyz/太白李长寿/吉林.php?id=thzh
白山新闻综合,http://星河.xyz/太白李长寿/吉林.php?id=bszh
白城新闻综合,http://星河.xyz/太白李长寿/吉林.php?id=bczh
松原新闻综合,http://星河.xyz/太白李长寿/吉林.php?id=syzh


CNR广播,#genre# 
中国之声,https://ngcdn001.cnr.cn/live/zgzs/index.m3u8
经济之声，,https://ngcdn001.cnr.cn/live/jjzs/index.m3u8
音乐之声,https://ngcdn001.cnr.cn/live/yyzs/index.m3u8
乡村之声,https://ngcdn001.cnr.cn/live/xczs/index.m3u8
大湾区之声,https://ngcdn001.cnr.cn/live/dwqzs/index.m3u8
中华之声,https://ngcdn001.cnr.cn/live/zhzs/index.m3u8
神州之声,https://ngcdn001.cnr.cn/live/szzs/index.m3u8
民族之声,https://ngcdn001.cnr.cn/live/mzzs/index.m3u8
文艺之声,https://ngcdn001.cnr.cn/live/wyzs/index.m3u8
阅读之声,https://ngcdn001.cnr.cn/live/ydzs/index.m3u8
铁路之声,https://stream-176.zeno.fm/gzsk9r47sc9uv


全球广播,#genre# 
AsiaFM HD音乐,http://asiafm.hk:8000/asiahd
AsiaFM 亚洲热歌,http://asiafm.hk:8000/asiafm
Asia音乐台,https://lhttp.qtfm.cn/live/4581/64k.mp3
Asia亚洲粤语,https://lhttp.qtfm.cn/live/15318569/64k.mp3#http://asiafm.hk:8000/asiafm#http://asiafm.hk:8000/myradio#http://asiafm.vip:8000/live965
Asia亚洲经典，http://goldfm.cn:8000/goldfm#https://lhttp.qtfm.cn/live/5021912/64k.mp3
Asia亚洲天空，http://funradio.cn:8000/funradio
加拿大中文电台（普通话）,https://5b2959fe11444.streamlock.net/radio/fm961.stream/playlist.m3u8
加拿大中文电台（粤语）,https://5b2959fe11444.streamlock.net/radio/am1470.stream/playlist.m3u8
相声电台,https://stream-174.zeno.fm/yqawwmweq8mtv

陕西广播,#genre# 
陕西音乐广播,https://lhttp.qtfm.cn/live/4873/64k.mp3
西安新闻广播,http://stream3.xiancity.cn/1/sd/live.m3u8
西安交通广播,http://stream3.xiancity.cn/5/sd/live.m3u8
西安交通广播,http://ls.qingting.fm/live/1611.m3u8
西安音乐广播,http://live.xmcdn.com/live/1442/64.m3u8

北京广播,#genre# 
北京城市广播,https://lhttp.qtfm.cn/live/345/64k.mp3#https://brtv-radiolive.rbc.cn/alive/fm1073.m3u8
北京文艺广播,https://lhttp.qtfm.cn/live/333/64k.mp3#https://brtv-radiolive.rbc.cn/alive/fm876.m3u8
北京音乐广播,https://lhttp.qtfm.cn/live/332/64k.mp3#https://brtv-radiolive.rbc.cn/alive/fm974.m3u8
北京体育广播,https://lhttp.qtfm.cn/live/335/64k.mp3
大兴阳光广播,https://lhttp.qtfm.cn/live/5021739/64k.mp3
北京交通广播,https://lhttp.qtfm.cn/live/336/64k.mp3
北京古典音乐广播,https://stream.zeno.fm/qa9punk6ynhvv
北京新闻广播,https://brtv-radiolive.rbc.cn/alive/fm945.m3u8

济南广播,#genre#
济南新闻综合广播,https://lhttp.qtfm.cn/live/1667/64k.mp3
济南私家车音乐广播,https://lhttp.qtfm.cn/live/1670/64k.mp3
济南经济广播,https://lhttp.qtfm.cn/live/1668/64k.mp3
济南音乐广播,https://lhttp.qtfm.cn/live/1671/64k.mp3
济南故事广播,https://lhttp.qtfm.cn/live/1672/64k.mp3
济南交通广播,https://lhttp.qtfm.cn/live/1669/64k.mp3
济南都市广播（莱芜地区）,https://lhttp.qtfm.cn/live/5022333/64k.mp3
济南生活广播(莱芜地区),https://lhttp.qtfm.cn/live/20500122/64k.mp3

